2024_display_name,party,municipality
Wilfredo Abreu González,MVC,Yabucoa
Joel Armando Torres Soler,MVC,Yabucoa
Rubén Del Moral Rodríguez,MVC,Yabucoa
José Enrique Vargas Negrón,MVC,Yabucoa
Zoraida Laboy Aponte,PIP,Yabucoa
Evelyn Amaro Lugo,PIP,Yabucoa
Víctor M. Rivera Ortiz,PIP,Yabucoa
Carmen Cordero Sepúlveda,PIP,Yabucoa
Luz M. Vega Orozco,PIP,Yabucoa
Florencio Cordero Sepúlveda,PIP,Yabucoa
Félix Fantauzzi Lebrón,PIP,Yabucoa
Irving Cintrón,PIP,Yabucoa
Zoraida Fantauzzi Fontánez,PIP,Yabucoa
Taína Nannette Cuadrado Sustache,PIP,Yabucoa
Ángel Luis Colón Lozada,PIP,Yabucoa
Karen Yissel Rodríguez Ortiz,PD,Yabucoa
Otilia Acosta Acosta,PNP,Yauco
José Rubén Padrón Vélez,PNP,Yauco
Antonio Vega Velázquez,PNP,Yauco
Israel Burgos Vélez,PNP,Yauco
Ariel José Vargas Pérez,PNP,Yauco
Krystal Matos Vázquez,PNP,Yauco
José Manuel Morciglio Rodríguez,PNP,Yauco
José L. Banchs Cedeño,PNP,Yauco
Ricardo Ramírez Acosta,PNP,Yauco
Efrén Alfonso Morales,PNP,Yauco
Rafael Malavé Ramos,PNP,Yauco
Marian Feliciano Caraballo,PPD,Yauco
Jean Pierre García Echevarría,PPD,Yauco
José Alexis Marín Maldonado,PPD,Yauco
Myriam Martínez Ortiz,PPD,Yauco
Wilma Castillo Torres,PPD,Yauco
Diana I. Cintrón Rivera,PPD,Yauco
Isaac Pagán Negrón,PPD,Yauco
Mildred Concepción Santos,PPD,Yauco
Carlos M. Rodríguez Galarza,PPD,Yauco
José Enrique Torres Rodríguez,PPD,Yauco
Eugenio Torres Torres,PPD,Yauco
Elizabeth Rivera Vélez,MVC,Yauco
Orlando Peña Gómez,MVC,Yauco
Alberto Rodríguez Sáez,MVC,Yauco
Pablo Molini Negrón,MVC,Yauco
James Rodríguez Camacho,MVC,Yauco
Rubén Andrés Torres Oquendo,MVC,Yauco
José Luis Aquino Gandarilla,MVC,Yauco
Tony Quiñones Martínez,MVC,Yauco
Roberto Emmanuel González Quiñones,PIP,Yauco
Edwin Feliciano Sepúlveda,PIP,Yauco
William Mojica Lugo,PIP,Yauco
Wigberto Millán Francisco,PIP,Yauco
Aurea Esther Negrón Del Rosario,PIP,Yauco
Carlos Flores Ferrer,PIP,Yauco
Zenaida Hernández Vélez,PIP,Yauco
José Manuel Caraballo Hernández,PIP,Yauco
Isabel A. Esteva López,PIP,Yauco
William Román Rivera,PIP,Yauco
Thelma Esteva Pacheco,PIP,Yauco
